artist_name,artist_id,country,begin_date,end_date,type,gender,disambiguation
ensembles; John Newton,673a31f1-cc0e-4a1c-b08a-b7b1b0a9e620,,,,,,
The Nashville Bluegrass Band,82cd001a-150d-45b1-aa21-42ba0065dd42,US,1984,,Group,,
Gucci Mane,36494952-f434-45d8-a958-8b4acdbcf8a8,US,1980-02-12,,Person,male,US rapper
William Warfield,262c8c46-6ec0-403e-b41a-74015c3c46d3,US,1920-01-22,2002-08-26,Person,male,bass-baritone
Tim Curry,33ce4a70-005d-4563-bb6e-2d253fab9842,GB,1946-04-19,,Person,male,
Carlos Santana,9a3bf45c-347d-4630-894d-7cf3e8e0b632,US,1966,,Group,,"US Latin, blues, & rock band"
Terence Trent D'arby,91f603ca-b126-42a2-9c29-820ca687347c,US,1962-03-15,,Person,male,now known as Sananda Maitreya
Emmanuelle Ophèle),3907ef64-b678-4ec1-be81-049a249020c6,FR,1967,,Person,female,flutist
Lee Greenwood,6038dd90-1ae4-40b0-b2b7-8087fcbedc03,US,1942-10-27,,Person,male,
William Primrose,52b9ebe9-bde2-4423-9b40-b0cb3ba7d933,GB,1904-08-23,1982-05-01,Person,male,violist
Pavão Quartet,56cfe6aa-b464-43d2-bec7-8ec52f313e7d,US,1999,,Group,,
Daya,9e8a4e92-1598-47d9-80f7-646802abce76,US,1998-10-24,,Person,female,American singer
Wilson Savoy,54a31bd9-87ed-4f3b-8974-5a93d973aa3c,NO,1994,,Group,,Norwegian-American rock trio
Narada Michael Walden,41e9a77b-aa0e-4b86-a223-dc903f41b0bd,US,1952-04-23,,Person,male,
Bruce Carroll,70248960-cb53-4ea4-943a-edb18f7d336f,US,1949-09-23,,Person,male,
Eydie Gorme,36b31034-0dcb-4543-9aaf-5acf9fd3c2e6,US,1928-08-16,2013-08-10,Person,female,
Cleo Laine,51394536-9baa-4e6e-9db6-0b6137c111e0,GB,1927-10-28,,Person,female,
Neville Brothers,5464e20c-7dcb-4a3e-9b25-13bb959fadc9,US,1977,,Group,,
New Philharmonia,5610302e-bfd9-421c-80e2-03d790a0f5e5,,1945-10,,Orchestra,,"London orchestra, known as New Philharmonia Orchestra from 1964–1976"
songwriter (R. Kelly),c2d25856-a09a-4d15-b404-77dd19c19e63,US,1967-01-08,,Person,male,
Ella Mai,89d42b97-8042-4c14-a596-a2ccaef5fc4c,GB,1994-11-03,,Person,female,London based R&B Singer
Highgate School Choir,0c4d0253-b703-4dab-86ec-52fcfc35c154,,,,,,
Jay-Z,f82bcf78-5b69-4622-a5ef-73800768d9ac,US,1969-12-04,,Person,male,US rapper
The Funk Brothers,3f5f1f0c-fc01-4338-98af-9cca70261abd,US,1959,1972,Group,,
Sterling Holloway,ace542c8-d312-4054-84a2-e3dba12a78b9,US,1905-01-04,1992-11-22,Person,male,
Greg Kurstin,ef2a8c11-a35a-4c61-b750-5cb29c1223f4,US,1969-05-14,,Person,male,
"Natalie Cole (With Nat ""King"" Cole)",fbe054ec-a143-4101-9e9e-64abc5ff5ac9,US,1919-03-17,1965-02-15,Person,male,
Cleveland Quartet (James Dunham,174bc361-c369-48bf-a56e-733897b1c6a5,US,,,Person,male,viola player
Common,c0a1179b-b14a-4d68-a3c1-1fdab16ed602,US,1972-03-13,,Person,male,US rapper
Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,US,1953-06-22,,Person,female,
Dafnis Prieto Big Band,8b87a252-3c4c-41c5-a699-2f25c45321b6,,,,Group,,
Art Blakey,601e7466-eaf5-4a91-9909-ffd770b7e04a,US,1919-10-11,1990-10-16,Person,male,
Freddie Hubbard,59ae7a1a-f454-435b-8a5a-e327e692bb5a,US,1938-04-07,2008-12-29,Person,male,
Phil Woods,df555225-0856-4cd9-ae46-b4734ee1418d,US,1931-11-02,2015-09-29,Person,male,US jazz woodwind player
Lauren Daigle; Lauren Daigle,920c7a88-f8f3-482f-96ef-810c6442fc3e,US,1991-09-09,,Person,female,
Richard Pryor,ba503a17-848c-4773-aa58-208f4163124f,US,1940-12-01,2005-12-10,Person,male,
Detroit Symphony Orchestra,38712b4c-0fd4-4c65-8c7a-45676fecc973,GB,1904,,Orchestra,,
William Daniels,c1a506f2-ba67-410c-85d0-43253a6767fb,US,,,Person,male,American voice actor
Sly And Robbie,6e14dc18-9313-4afa-9344-4b6c2bf80fca,JM,1978,,Group,,
Dr. John And The Lower 911,ecaca7ba-dd5c-4684-9c54-a267364a1034,US,,,Group,,
Albany Symphony,38712b4c-0fd4-4c65-8c7a-45676fecc973,GB,1904,,Orchestra,,
Barbara Frittoli,08f4fc8d-7616-4e44-98c3-dc239df15ba3,IT,1967-04-19,,Person,female,soprano
Deniece Williams,f28dc56d-0bd4-485f-92a2-5c3e0e9b57cd,US,1951-06-03,,Person,female,US soul/funk vocalist/songwriter
Les Crane,c2251cf1-993b-4993-8d30-5dd883ee8fdd,US,1933-12-03,2008-07-13,Person,male,
Barbara Harris,35ef61ca-43db-4772-ba27-0489e9ebcb69,US,1947-04-02,,Person,female,
Pharoah Sanders,b3a0912a-a62a-4388-9368-7cb21ed5caf9,US,1940-10-13,2022-09-24,Person,male,US jazz saxophonist
The Legends,b892fdb7-b884-41be-a0fa-2091b4a67210,SE,2003-01,,Group,,Swedish pop band
Sebastian Yatra,151d9c35-43b8-49b9-a69a-5db6525dbcd2,CO,1994-10-15,,Person,male,
For King,a4ac255f-9775-4c16-8642-7f51502e45dd,US,1947-09-21,,Person,male,author
O'Connor Band With Mark O'Connor,4c82141c-65e2-49aa-9660-c9df88309373,US,1961-08-05,,Person,male,"US bluegrass, country and classical fiddler/composer"
M.C. Hammer,cba94150-9113-4017-acc2-a8cc0313a084,US,1962-03-30,,Person,male,
Ramón Ayala y Sus Bravos Del Norte,402d7a89-37a8-4726-a3a8-7ee0f22fceaf,MX,1971,,Group,,
Quincy Jones,5803c81e-739a-4057-9a5c-cf84e55db630,US,1933-03-14,2024-11-03,Person,male,
Kansas City Chorale,891be32c-1ff1-4fed-a1a7-767944a94c8f,US,1982,,Group,,
Dave Matthews,07e748f1-075e-428d-85dc-ce3be434e906,US,1991,,Group,,
Gaither Vocal Band,ad8648f9-95ca-4fc1-bc19-9cee86e468d3,US,1980,,Group,,
V.M. Bhatt,e733aa45-983f-44f1-9543-f02d5445e84d,IN,1950-07-27,,Person,male,
Anne Murray,cff63c14-b081-4686-9357-eea84d5348fc,CA,1945-06-20,,Person,female,Canadian pop/country singer
Patricia Racette,1e8e72fb-b79d-4609-b016-9b3e2c0208b4,,1965,,Person,female,
Royal Philharmonic Orchestra,299597ae-3a20-4bf1-973e-03704af69f6b,GB,1946,,Orchestra,,
Mandisa,9f6af61e-f0d4-4b63-9db2-a35750af153d,US,1976-10-02,2024-04-18,Person,female,
James Horner,679ec43c-bc04-4bb0-b619-2da702a214ba,US,1953-08-14,2015-06-22,Person,male,American score composer
El Chapo,eb8a5342-e428-4fec-85d5-d826b21d526d,DE,,,Person,male,"German rapper, member of AOB"
The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,US,2001,,Group,,
The Muppets,2ca340a6-e8f2-489d-90c2-f37c5c802d49,,1963,,Group,,Jim Henson's puppet characters
Vittorio Negri,ebb51351-76d3-4fa7-8b9f-6bbce6f0fa7d,IT,1923-10-16,1998-04-09,Person,male,conductor
Dan Tyminski,8bc3f026-e781-43d7-98ca-8dae8d89b25a,US,1967-06-20,,Person,male,
Robert Aldridge,00a2ee24-1b4a-4d2e-880b-ac4ad6d7f30a,US,1954-09-07,,Person,male,American composer
Tank And The Bangas,8fc9137a-742f-42bd-988f-1794673c28ea,US,2011,,Group,,
Alison Krauss,6b064ead-91a4-4ac8-8076-b1febe4f4aac,US,1971-07-23,,Person,female,
Robert Mann,3cd3882c-00f8-4362-a0c2-ad89ed248533,DE,1810-06-08,1856-07-29,Person,male,German classical composer
Smokie Norful; Aaron W. Lindsey,a66ab26a-ea04-4134-ae67-97e64d33f6fe,US,1975-10-31,,Person,male,
Jennifer Nettles,3f13323d-8659-4aeb-978f-880694f3feea,US,1974-09-12,,Person,female,
Nate Moore,a8806b5c-3ee0-4277-94d3-1a5427a7707c,GB,1952-04-04,2011-02-06,Person,male,"Thin Lizzy, blues guitar"
Jerry Douglas,e9ed318d-8cc5-4cf8-ab77-505e39ab6ea4,GB,1952-03-11,2001-05-11,Person,male,English author
(Mormon Tabernacle Choir),cd07140b-1bbf-4fab-baad-881c1637a9ee,US,1971-09-11,,Choir,,
Jason Vieaux; Alan Bise,e71c5306-dfc8-499b-b0b7-de8bacacdf00,US,1973-07-17,,Person,male,
Genesis,8e3fcd7d-bda1-4ca0-b987-b8528d2ee74e,GB,1967,2022-03-26,Group,,English rock band
Victor Ledin,a3534292-7820-48df-8a9c-6b363aff43ed,SE,1952-02-25,,Person,male,
Allan Sherman,c8abe225-1f22-4c1e-a644-4d86c33d43f7,US,1924-11-30,1973-11-20,Person,male,
Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,US,1994,,Group,,
Maria Schneider,664725d2-c2ee-46dd-8ab2-48e1a19b14d3,US,1965-10-12,,Person,male,"singer-songwriter from Austin, Texas"
Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,US,1970,,Group,,American hard rock band
The Family Stone),b7ec4c54-1f93-4bf2-957f-7b9921ab84ea,US,1967,1975,Group,,
Kalisz Philharmonic,299597ae-3a20-4bf1-973e-03704af69f6b,GB,1946,,Orchestra,,
Stephen Schwartz,57df78f7-085d-4322-9589-fd41c1e1e869,US,1948-03-06,,Person,male,musical theatre lyricist/composer
Ossie Davis,561d854a-6a28-4aa7-8c99-323e6ce46c2a,US,1926-05-26,1991-09-28,Person,male,"jazz trumpeter, bandleader, songwriter"
Bing Crosby,2437980f-513a-44fc-80f1-b90d9d7fcf8f,US,1903-05-03,1977-10-14,Person,male,
Coleman Hawkins,5c8cb181-38fe-4300-8153-650b2ed0258f,US,1904-11-21,1969-05-19,Person,male,
David Frost,5b8f62d4-f0f2-4cd7-8106-4518dbd188db,GB,2004,,Group,,UK progressive rock band
Paul And Mary,3d621c94-2356-4532-ad52-79e0ef73e20c,US,1961,2009,Group,,
Selena,03746227-c9f9-4b3b-b2c6-9b31f79564f7,US,1971-04-16,1995-03-31,Person,female,Mexican–American cumbia/tejano singer
Etai Benson,467f69b6-8d6d-4d2c-bfad-e89adf2806ff,US,1943-03-22,,Person,male,jazz guitarist/singer
Eric Dudley,2439e604-b15b-40ad-bfaf-ea7c3f5a6fca,US,1928-05-03,2003-12-22,Person,male,country
Ty Dolla $ign,7bd66c18-cb33-49aa-9279-140acedbdb49,US,1985-04-13,,Person,male,
Robert Guillaume,33d37c0b-dc0b-4148-9264-42587c538c72,FR,1397-08-05,1474-11-27,Person,male,French 15th century composer
Esperanza Spalding,5c12b265-5e59-44e0-b657-5cf4169f7316,US,1984-10-18,,Person,female,
Sam Phillips,225bf078-adde-4b2a-8a05-b0057e89af44,US,1962-01-28,,Person,female,Singer-songwriter formerly known as Leslie Phillips
Dave Matthews Band,07e748f1-075e-428d-85dc-ce3be434e906,US,1991,,Group,,
Olga Borodina; Chicago Symphony Chorus; Chicago Symphony Orchestra,6c800965-1117-4b9e-82e9-4e91a1259bc3,,,,,,
Giovanni Hidalgo,0089f604-96bb-409f-a90c-21a03294909f,PR,1963-11-22,,Person,male,
The Cranberries,c98d40fd-f6cf-4b26-883e-eaa515ee2851,IE,1989,2019-04-26,Group,,
The Rolling Stones,b071f9fa-14b0-4217-8e97-eb41da73f598,GB,1962,,Group,,
chorus master; Riccardo Muti,9829c6b6-503b-441e-a691-030cf947afef,RU,1987-04,,Group,,Russian thrash metal
Jim Beard,9e57e406-4fb1-40d0-bcd2-2aa1d6390c1d,US,1992,,Group,,
Nino Rota,d52ac009-4ed5-4d01-97d5-8280bb7dd460,IT,1911-12-03,1979-04-10,Person,male,composer
Pete Seeger With The Rivertown Kids And Friends,af18a9bc-e4ab-4068-9489-b64e8186fcf1,US,1919-05-03,2014-01-27,Person,male,
The Jordanaires,42b93918-afa2-4f77-b231-b1244606900d,US,1948,2013,Group,,
Edward Tarr Brass Ensemble,4db63fea-5315-4402-a139-a89dd4827a05,,1969,,Orchestra,,
Lorin Maazel,e38bb7a2-c3e5-4be2-894b-7078c40b9955,US,1930-03-06,2014-07-13,Person,male,conductor
Andrew Bird,081b133e-ce74-42ba-92c1-c18234acb532,US,1973-07-11,,Person,male,"US indie rock multi-instrumentalist, singer, and songwriter"
Imogen Heap,328d146c-79f1-4eb6-9e40-8ee5710c14e5,GB,1977-12-09,,Person,female,
João Gilberto,286ec4c2-b5ca-4f85-b331-280a6d73dd14,BR,1931-06-10,2019-07-06,Person,male,"Brazilian bossa nova guitarist, singer, and composer"
Cécile McLorin Salvant,c12e6a0e-2317-40d1-b092-cc70f50fd548,FR,1989-08-28,,Person,female,
Original Broadway Cast With Lin-Manuel Miranda And Others,925c7673-0e85-410f-b7e4-d9705a7aa619,US,1980-01-16,,Person,male,
India.Arie,38c7a3b2-17fb-4166-b964-4e445d69efdd,US,1975-10-03,,Person,female,
Chicago Symphony Chorus; Chicago Symphony Orchestra,63a1b104-76a7-4a9f-b14d-e3e007e0efba,,1957,,Choir,,
Philharmonia Chorus; Philharmonia Orchestra,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Mark Guiliana,12fb47e3-526d-470f-b439-b80bfee3dbeb,US,1980-09-02,,Person,male,
Judith Sherman,fb9f9cdd-60ee-4543-9e4f-9fcb3d37b64a,,,,Person,female,
Jim Dale,3c20f2c2-856e-4b80-88b2-7f1eeecd9ca9,GB,1935-08-15,,Person,male,
Dorothy Loudon,db8b9a05-1922-47d1-954c-6726de470fdd,US,1933-09-17,2003-11-15,Person,female,
Curtis Mayfield,4dca4bb2-23ba-4103-97e6-5810311db33a,US,1942-06-03,1999-12-26,Person,male,
Marty Stuart,0ceb7e7d-3866-44aa-b8be-9a9f69004236,US,1958-09-30,,Person,male,
Kool Moe Dee,94ff7d3c-27e1-4628-9b81-477f911295cd,US,1962-08-08,,Person,male,
Vijay Prakash),acd91eff-bdbb-4c0b-b5b4-664d76c1f14e,,1976-02-21,,Person,male,Kannada PlayBack Singer
Kronos Quartet (Jennifer Culp,94de73d5-226c-44da-97bd-b2c466d5f4ee,US,,,Person,female,
Lalo Schifrin,adf017f5-76d6-4d31-b1b9-a0211675e7c2,AR,1932-06-21,,Person,male,pianist & composer
Nicholas Payton,5c7b1d11-d3e7-4beb-a6c3-6b79fb427ce9,US,1973-09-26,,Person,male,US trumpet player and multi-instrumentalist
Pat Metheny,7daac7f9-8fcc-485f-a14f-f8091d98cf25,US,1954-08-12,,Person,male,
Janis Ian,b72f115c-8afa-4dc5-bc6c-11225a53708a,US,1951-04-07,,Person,female,
songwriters (Annie Lennox),3e30aebd-0557-4cfd-8fb9-3945afa5d72b,GB,1954-12-25,,Person,female,"Scottish singer-songwriter, member of Eurythmics and The Tourists"
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,GB,1951-01-30,,Person,male,of Genesis
Michael Cleveland,f33b188e-b80f-4058-92ca-0e30c04ad2fa,US,1918,,Orchestra,,
Carly Simon,c4df30f5-5487-4806-9189-b69c9f27532c,US,1943-06-25,,Person,female,
The Boss Brass,40340364-158f-4aa2-84a6-24c440876d93,CA,1968,1999,Group,,
San Francisco Symphony,deebc49a-6e06-418e-860f-8c7f770a8bac,US,1911,,Orchestra,,
2 Chainz,dff0d392-4cd5-4052-9fbb-f485df3891e5,US,1976-09-10,,Person,male,fka Tity Boi
Lila Downs,ad29ae1c-2eda-4071-9dc8-31910e7e546c,MX,1968-09-19,,Person,female,
Joan Rivers,87b6344f-c874-49ce-a8b3-e467ed6e05d0,US,1970-06-13,,Person,male,"US singer, guitarist & songwriter of Weezer"
Che Apalache,f77140ea-9b48-4164-8d15-2ec435f9d3f0,AR,2013,,Group,,
Jamiroquai,f4857fb9-e255-4dc6-bd01-e4ca7cc68544,GB,1992,,Group,,
Bette Midler,ed333e8b-d18a-49fc-b361-4ec9731dfdba,US,1945-12-01,,Person,female,
Jennifer Warnes,2f140aa6-b99b-4f79-ae33-96018af87fa3,US,1947-03-03,,Person,female,
Phil Driscoll,3c9b5230-51ed-4bb9-9776-dc9475428a73,US,1947-11-09,,Person,male,
Van Morrison,a41ac10f-0a56-4672-9161-b83f9b223559,,1945-08-31,,Person,male,
Brooks,b76645c5-78b0-4e4c-8f95-003f40013a45,US,1962-02-07,,Person,male,
Michael Brecker Quindectet,35429dc0-4024-46cf-b466-a703cbab01e5,,,,Group,,
Slayer,bdacc37b-8633-4bf8-9dd5-4662ee651aec,US,1981,2019-11-30,Group,,US thrash metal band
Leon Russell,d4cc0ed5-0f76-4188-9e14-2a23ca12188a,US,1942-04-02,2016-11-13,Person,male,
Jesse Lewis,b59ac58d-036e-4bba-8112-c32a34c4575b,US,1935-09-29,2022-10-28,Person,male,"Rock & Roll pianist, nicknamed “The Killer”"
Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,US,1977-06-08,,Person,male,formerly Kanye West
Billie Eilish,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,US,2001-12-18,,Person,female,
William Bell,d9c9cfb7-f751-4fb0-97c0-b3ddd768bc78,US,1939-07-16,,Person,male,
Arturo Sandoval,c5cda118-797f-4124-aef2-f1ada89d3408,US,1949-11-06,,Person,male,"Cuban-American jazz trumpeter, pianist & composer"
Elaine Martone,8efe0e32-434f-4e56-a690-0977b9fb7635,CA,,,Group,,
Lost Bayou Ramblers,ced874ac-f431-4f88-8e79-ed521b91cdef,US,1999,,Group,,
Pearl Jam,83b9cbe7-9857-49e2-ab8e-b57b01038103,US,1990,,Group,,
Donald Berman,1eda735d-cbf7-4ef1-8958-677cfab7df8b,US,,,Person,male,pianist
Halestorm,eaed2193-e026-493b-ac57-113360407b06,US,1998,,Group,,
Joe Jackson,07f6d469-38f3-46da-9cfa-2f532422b84e,,1954-08-11,,Person,male,English musician
Brooke Ligertwood,56ccd34b-6167-441f-9a8b-dce55c419022,NZ,1983-12-15,,Person,female,
AC/DC,66c662b6-6e2f-4930-8610-912e24c63ed1,AU,1973-11,,Group,,Australian hard rock band
The Tony Rich Project,09fecab9-dd9a-4ba3-a02d-97b00e5e80b6,US,1971-11-19,,Person,male,
Chor der Deutschen Staatsoper Berlin; Staatskapelle Berlin,a754f875-c5b3-4e75-9317-82d19a3394ac,,,,Choir,,
Jorge Calandrelli,974b878f-caf2-4e82-b97e-d2fc5cd69f6e,AR,1939-12-31,,Person,male,
Lin-Manuel Miranda,925c7673-0e85-410f-b7e4-d9705a7aa619,US,1980-01-16,,Person,male,
Jay Z,f82bcf78-5b69-4622-a5ef-73800768d9ac,US,1969-12-04,,Person,male,US rapper
Evan Bravos,78357965-ea3e-409b-90e7-8c0dfb116288,ES,1965,1968,Group,,
JoAnn Falletta,f42cd8d2-0c06-4c04-99b2-83029e3e7936,US,1954-02-27,,Person,female,
Krayzie Bone,74425677-ddef-4e74-a201-7602316a718e,US,1973-06-17,,Person,male,of Bone Thugs-n-Harmony
Johnny Cash And June Carter,927a0e2e-5f51-462f-87a8-4ba03897e944,,,,Group,,
Eldon Shamblin,dac4ffd6-9287-4cdf-ab6f-c4dca13fa04c,US,1916-04-24,1998-08-05,Person,male,
The MG's,377015fb-c02f-4b05-960b-e0df6a7ea99e,US,1962,2012,Group,,
The Rochester Philharmonic Orchestra,57681861-9320-42b0-bdf0-49aede6d8d7d,US,1922,,Orchestra,,"use for Rochester Pops, Eastman-Rochester Orchestra, etc."
Paul McCartney And Wings,d922d727-240a-4432-9a88-05a7cf9bc403,GB,1971,1981,Group,,Paul McCartney’s band
Senator Barack Obama,0de4d19f-05c8-4562-a3c0-7abdc144f1d5,US,1961-08-04,,Person,male,44th President of the United States
CeCe,16b3f3fc-6c76-4fec-8f0b-9fa9a4ec8e91,US,1969-09-06,,Person,female,
James Levine,37a2d213-9c2b-4216-a02c-10b1e150c130,US,1943-06-23,2021-03-09,Person,male,US conductor and pianist
Mel Brooks,29a62e70-a15b-4e58-a39d-377f0443eb2c,US,1926-06-28,,Person,male,
Nathaniel Frey,a717be4f-8b3d-4355-b33c-2b84f88fe40d,US,1948-11-06,2016-01-18,Person,male,"US musician/singer/songwriter, member of the Eagles"
D'Angelo And The Vanguard,8538a3ec-0ab9-4c55-9517-51f8f062d642,DE,,,Group,,"German techno/trance duo, key track ""Flash"""
Green Day,084308bd-1654-436f-ba03-df6697104e19,US,1989,,Group,,
Various Artists),89ad4ac3-39f7-470e-963a-56509c546377,,,,Other,,add compilations to this artist
Buck Howdy,de459835-8c5d-424d-ac33-3af1a4693b78,,,,,,
Emanuel Ax,14aa864b-5878-40d5-b061-28c1bf995853,US,1949-06-08,,Person,male,pianist
Bobby Rush,534ee493-bfac-4575-a44a-0ae41e2c3fe4,CA,1968-08,2018-01-19,Group,,Canadian rock trio
Jorja Smith,03ad1736-b7c9-412a-b442-82536d63a5c4,US,1969-08-06,2003-10-21,Person,male,US singer-songwriter
Eric Tingstad,e61318db-a4de-4a2b-99b8-b892dba1b03b,US,1954-12-16,,Person,male,
James Blake,8dc08b1f-e393-4f85-a5dd-300f7693a8b8,GB,1988-09-26,,Person,male,English singer and producer
Theo Croker,2c7bc024-3d96-4051-b0ec-b65229df1419,US,1985-07-18,,Person,male,"US jazz trumpeter, composer, producer and vocalist"
London Symphony Chorus; City Of London Sinfonia,12133eec-2c6c-4689-a102-8a558b82dde9,GB,1966,,Choir,,
Redd Volkaert,af7365e9-117e-4fe3-969d-3c3d33ca74cc,,1958-03-06,,Person,male,
Stan Getz,8f2422ab-0ec6-4c92-80c4-afe9622fab32,US,1927-02-02,1991-06-06,Person,male,
Larnelle Harris,dbb809d8-8639-46f4-99b0-099d02a5ff67,US,1947-07-06,,Person,male,
Fat Man Scoop,d3d20e96-5783-4126-9d64-075566611c5e,US,1971-08-06,2024-08-30,Person,male,
Yes,c1d4f2ba-cf39-460c-9528-6b827d3417a1,GB,1968,,Group,,British progressive rock band
Rita Moreno,fb0df491-defa-4468-8818-dd4e0c208fdd,PR,1931-12-11,,Person,male,
Mya,7c5e39c3-7645-4e37-968d-a4e45cd38c5d,US,1979-10-10,,Person,female,
Pat Smear,3da65013-dfdd-40c7-b9c7-e4c829862c66,US,1959-08-05,,Person,male,
112,9132d515-dc0e-4494-85ae-20f06eed14f9,US,1996,,Group,,
"Lee ""Scratch"" Perry",af75ebe4-3ab1-423d-a499-2a6f9d011ce2,JM,1936-03-20,2021-08-29,Person,male,
producer; Jonathan Low,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
OK Go,e132d370-2a59-4437-8610-756df28a5a02,US,1998,,Group,,
Ry Cooder,a4e2650b-938b-4b72-95bc-6e229cd34601,US,1947-03-15,,Person,male,
His Latin Ensemble,38c8ab6f-3224-4374-8653-b1f1c75d69ca,,,,Group,,
Flip Wilson,f0bf4fa0-028e-452f-82d3-7d4375e105dd,US,1934-06-09,1984-01-21,Person,male,soul singer
Larry Carlton,f1f81989-dfa9-4bd3-805e-dcf3900c43e3,US,1948-03-02,,Person,male,
songwriter (Sarah McLachlan),ce58d854-7430-4231-aa44-97f0144b3372,CA,1968-01-28,,Person,female,
Madison Cunningham,46e2c2bc-92d2-406a-805f-fee2bc612313,US,1996-10-14,,Person,female,
Bonnie Scott,440fd8aa-2a36-460c-8615-8af2cc06d62e,US,,,Person,male,ambient / drone musician
Boston Modern Orchestra Project; Boston Children's Chorus,6d1b9200-8bd6-4ed1-b539-59d007b7ead2,,1996,,Orchestra,,
Ralph Williams,4f3b96ed-f1f1-4a68-be73-0e0657837096,GB,1872-10-12,1958-08-26,Person,male,English composer
producer; Marcus Herzog,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
Tool,66fc5bf8-daa4-4241-b378-9bc9077939d2,US,1990,,Group,,American rock band
San Francisco Symphony Girls Choir; San Francisco Symphony Orchestra,deebc49a-6e06-418e-860f-8c7f770a8bac,US,1911,,Orchestra,,
John Browning,ccaa2893-76e2-4335-a704-732ae1266203,US,1933-05-23,2003-01-26,Person,male,American pianist
Judy Kuhn),1bac9c04-11ac-4728-ac2b-87e4e357941f,US,1958-05-20,,Person,female,
Rudolf Serkin,005da96d-67fb-4723-ad78-b0571b6ce076,CZ,1903-03-28,1991-05-08,Person,male,pianist
choral director,1e8dd502-9f1b-4f4a-9eb3-3e1d371bba3e,IE,2005,2009,Group,,Irish art rock quartet
Dee Dee Bridgewater,43826bcf-2c17-4bf5-92cf-671c184e215f,US,1950-05-27,,Person,female,
Carmen Pelton,e39bd3cb-6502-4c01-81b1-4ba53eb4b349,,,,Person,female,soprano
David Rose And His Orchestra With Andre Previn,06538137-47eb-4dd6-bb78-5c8afa1a1885,US,1929-04-06,2019-02-28,Person,male,"pianist, conductor, composer, arranger"
Soul Asylum,b10db9ad-b4c3-47f3-a7a4-37864b134f65,US,1983,,Group,,
Thom Yorke,8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,,1968-10-07,,Person,male,
Bill,8247a3f2-3a8e-4256-b322-6c57b03a4e36,US,1929-08-16,1980-09-15,Person,male,pianist
Nanci Griffith,b9ffd0e7-7f95-46db-bc1c-8094d459f084,US,1953-07-06,2021-08-13,Person,female,
Peter Asher,8bee3098-9d1c-42b6-a13e-b9100c86c03c,GB,,,Person,male,
iLe,25e7697d-24cb-4cba-904e-a90b53cc3004,PR,1989-04-28,,Person,female,
The Chieftains,fce5eb9a-95a7-4a54-b9e4-fe1b036fbe57,IE,1962,,Group,,
Original Broadway Cast With Steve Kazee,ece63be8-9d98-4bc9-b913-12ddb445a8d2,US,1975-10-30,,Person,male,
Saint Louis Symphony Orchestra,851b24ee-d28f-4535-ab0a-08c95862ba8a,US,1880,,Orchestra,,
The Charlie Daniels Band,35885131-9d16-40cb-9289-e18997a8b77c,US,1972,2020-07-06,Group,,
Ruth Brown,948137e5-783e-4386-bd7c-a56c2666d1e2,US,1928-01-30,2006-11-17,Person,female,
Peter Cook,6c8fd0be-d961-454c-aee0-4366a6dbc993,US,1931-01-22,1964-12-11,Person,male,
John Cougar Mellencamp,17f0305f-dcec-4ada-ac3f-061afc6008f2,,,,Person,male,
Riders In The Sky,10df2d8c-763d-4a61-b712-8a4dd88fc80a,US,1977,,Group,,
The Sesame Street Cast),d68700b6-aae7-478a-b75b-5ea8c6851cd4,US,1969,,Group,,children's TV show
Victoria  Mallory,e4f92153-dd32-4c81-98bd-e0ad9a1b9672,FR,1946-12-14,2023-07-16,Person,female,
Regina Belle),e1235abf-1fab-40a5-833a-057968d90e48,US,1963-07-17,,Person,female,
choir director,1e8dd502-9f1b-4f4a-9eb3-3e1d371bba3e,IE,2005,2009,Group,,Irish art rock quartet
The Civil Wars,91dad7e7-0bf6-47e8-bd42-ef1fac32c729,US,2009,2014-08-05,Group,,
Daniel Shores,3d0e5eb6-ca5f-4977-bd03-d111436d9f02,,,,Group,,
Enrique Iglesias,35f866dc-c061-48ba-8157-cf2e0eac4857,ES,1975-05-08,,Person,male,Spanish pop singer
(The Doors),9efff43b-3b29-4082-824e-bc82f646f93d,US,1965-07,1973-01,Group,,
The Heartbreakers,ddf271e5-3505-4e08-8d08-d488b22550f7,US,1975,1990,Group,,1970's punk band
Travis Greene,1f37913e-80d6-42cd-9f84-296bc8d8c8e7,,,,Person,male,
Antonio Sanchez,c0c3462b-8a20-4222-a9fe-2f75f468e733,JM,1964-11-30,,Person,male,Jamaican reggae singer Kevin Anthony Jackson
Gladys Knight,68f644b2-42ed-4d11-8bc7-633d5250721b,US,1944-05-28,,Person,female,
